,id,title,authors,subjects,subject_split
161,arXiv:2006.10284,"
Title: GNSS Spoofing Detection via Opportunistic IRIDIUM Signals
","
Authors:
Gabriele Oligeri, 
Savio Sciancalepore, 
Roberto Di Pietro
","
Subjects: Cryptography and Security (cs.CR); Signal Processing (eess.SP)

","['Cryptography and Security (cs.CR)', 'Signal Processing (eess.SP)']"
162,arXiv:2006.10280,"
Title: CoinWatch: A Clone-Based Approach For Detecting Vulnerabilities in  Cryptocurrencies
","
Authors:
Qingze Hum, 
Wei Jin Tan, 
Shi Ying Tey, 
Latasha Lenus, 
Ivan Homoliak, 
Yun Lin, 
Jun Sun
","
Subjects: Cryptography and Security (cs.CR)
",['Cryptography and Security (cs.CR)']
163,arXiv:2006.10276,"
Title: Octet: Online Catalog Taxonomy Enrichment with Self-Supervision
","
Authors:
Yuning Mao, 
Tong Zhao, 
Andrey Kan, 
Chenwei Zhang, 
Xin Luna Dong, 
Christos Faloutsos, 
Jiawei Han
","
Subjects: Computation and Language (cs.CL)
",['Computation and Language (cs.CL)']
164,arXiv:2006.10273,"
Title: A Tutorial on VAEs: From Bayes' Rule to Lossless Compression
","
Authors:
Ronald Yu
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
165,arXiv:2006.10272,"
Title: Improving Urban Traffic Throughput with Vehicle Platooning: Theory and  Experiments
","
Authors:
Stanley W. Smith, 
Yeojun Kim, 
Jacopo Guanetti, 
Ruolin Li, 
Roya Firoozi, 
Bruce Wootton, 
Alexander A. Kurzhanskiy, 
Francesco Borrelli, 
Roberto Horowitz, 
Murat Arcak
","
Subjects: Systems and Control (eess.SY); Optimization and Control (math.OC)

","['Systems and Control (eess.SY)', 'Optimization and Control (math.OC)']"
166,arXiv:2006.10270,"
Title: Multi-branch Attentive Transformer
","
Authors:
Yang Fan, 
Shufang Xie, 
Yingce Xia, 
Lijun Wu, 
Tao Qin, 
Xiang-Yang Li, 
Tie-Yan Liu
","
Subjects: Computation and Language (cs.CL)
",['Computation and Language (cs.CL)']
167,arXiv:2006.10268,"
Title: A Fast Binary Splitting Approach to Non-Adaptive Group Testing
","
Authors:
Eric Price, 
Jonathan Scarlett
","
Subjects: Information Theory (cs.IT); Data Structures and Algorithms (cs.DS)

","['Information Theory (cs.IT)', 'Data Structures and Algorithms (cs.DS)']"
168,arXiv:2006.10260,"
Title: Video Moment Localization using Object Evidence and Reverse Captioning
","
Authors:
Madhawa Vidanapathirana, 
Supriya Pandhre, 
Sonia Raychaudhuri, 
Anjali Khurana
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Multimedia (cs.MM)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Multimedia (cs.MM)']"
169,arXiv:2006.10256,"
Title: Array Programming with NumPy
","
Authors:
Charles R. Harris, 
K. Jarrod Millman, 
Stéfan J. van der Walt, 
Ralf Gommers, 
Pauli Virtanen, 
David Cournapeau, 
Eric Wieser, 
Julian Taylor, 
Sebastian Berg, 
Nathaniel J. Smith, 
Robert Kern, 
Matti Picus, 
Stephan Hoyer, 
Marten H. van Kerkwijk, 
Matthew Brett, 
Allan Haldane, 
Jaime Fernández del Río, 
Mark Wiebe, 
Pearu Peterson, 
Pierre Gérard-Marchant, 
Kevin Sheppard, 
Tyler Reddy, 
Warren Weckesser, 
Hameer Abbasi, 
Christoph Gohlke, 
Travis E. Oliphant
","
Subjects: Mathematical Software (cs.MS); Computation (stat.CO)

","['Mathematical Software (cs.MS)', 'Computation (stat.CO)']"
170,arXiv:2006.10255,"
Title: Calibrated Reliable Regression using Maximum Mean Discrepancy
","
Authors:
Peng Cui, 
Wenbo Hu, 
Jun Zhu
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
171,arXiv:2006.10252,"
Title: Quantifying Challenges in the Application of Graph Representation  Learning
","
Authors:
Antonia Gogoglou, 
C. Bayan Bruss, 
Brian Nguyen, 
Reza Sarshogh, 
Keegan E. Hines
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
172,arXiv:2006.10250,"
Title: Progressively Unfreezing Perceptual GAN
","
Authors:
Jinxuan Sun, 
Yang Chen, 
Junyu Dong, 
Guoqiang Zhong
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Image and Video Processing (eess.IV)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Image and Video Processing (eess.IV)']"
173,arXiv:2006.10246,"
Title: The Recurrent Neural Tangent Kernel
","
Authors:
Sina Alemohammad, 
Zichao Wang, 
Randall Balestriero, 
Richard Baraniuk
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
174,arXiv:2006.10241,"
Title: Robust Unsupervised Learning of Temporal Dynamic Interactions
","
Authors:
Aritra Guha, 
Rayleigh Lei, 
Jiacheng Zhu, 
XuanLong Nguyen, 
Ding Zhao
","
Subjects: Machine Learning (cs.LG); Multiagent Systems (cs.MA); Robotics (cs.RO); Applications (stat.AP); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Multiagent Systems (cs.MA)', 'Robotics (cs.RO)', 'Applications (stat.AP)', 'Machine Learning (stat.ML)']"
175,arXiv:2006.10239,"
Title: Local structure of idempotent algebras II
","
Authors:
Andrei A. Bulatov
","
Subjects: Logic in Computer Science (cs.LO); Combinatorics (math.CO)

","['Logic in Computer Science (cs.LO)', 'Combinatorics (math.CO)']"
176,arXiv:2006.10237,"
Title: Enterprise System Lifecycle-wide Innovation
","
Authors:
Sachithra Lokuge, 
Darshana Sedera
","
Subjects: Computers and Society (cs.CY); Information Theory (cs.IT)

","['Computers and Society (cs.CY)', 'Information Theory (cs.IT)']"
177,arXiv:2006.10236,"
Title: Unsupervised Meta-Learning through Latent-Space Interpolation in  Generative Models
","
Authors:
Siavash Khodadadeh, 
Sharare Zehtabian, 
Saeed Vahidian, 
Weijia Wang, 
Bill Lin, 
Ladislau Bölöni
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
178,arXiv:2006.10233,"
Title: A Knowledge-Enhanced Recommendation Model with Attribute-Level  Co-Attention
","
Authors:
Deqing Yang, 
Zengcun Song, 
Lvxin Xue, 
Yanghua Xiao
","
Subjects: Information Retrieval (cs.IR); Machine Learning (cs.LG)

","['Information Retrieval (cs.IR)', 'Machine Learning (cs.LG)']"
179,arXiv:2006.10232,"
Title: Towards Auditability Requirements Specification Using an Agent-Based  Approach
","
Authors:
Denis J. S. de Albuquerque, 
Vanessa Tavares Nunes, 
Claudia Cappelli, 
Celia Ghedini Ralha
","
Subjects: Multiagent Systems (cs.MA); Software Engineering (cs.SE)

","['Multiagent Systems (cs.MA)', 'Software Engineering (cs.SE)']"
180,arXiv:2006.10228,"
Title: A Study on AI-FML Robotic Agent for Student Learning Behavior Ontology  Construction
","
Authors:
Chang-Shing Lee, 
Mei-Hui Wang, 
Wen-Kai Kuan, 
Zong-Han Ciou, 
Yi-Lin Tsai, 
Wei-Shan Chang, 
Lian-Chao Li, 
Naoyuki Kubota, 
Tzong-Xiang Huang, 
Eri Sato-Shimokawara, 
Toru Yamaguchi
","
Subjects: Artificial Intelligence (cs.AI); Computers and Society (cs.CY); Human-Computer Interaction (cs.HC)

","['Artificial Intelligence (cs.AI)', 'Computers and Society (cs.CY)', 'Human-Computer Interaction (cs.HC)']"
181,arXiv:2006.10226,"
Title: Efficient Execution of Quantized Deep Learning Models: A Compiler  Approach
","
Authors:
Animesh Jain, 
Shoubhik Bhattacharya, 
Masahiro Masuda, 
Vin Sharma, 
Yida Wang
","
Subjects: Distributed, Parallel, and Cluster Computing (cs.DC); Machine Learning (cs.LG); Programming Languages (cs.PL)

","['Distributed, Parallel, and Cluster Computing (cs.DC)', 'Machine Learning (cs.LG)', 'Programming Languages (cs.PL)']"
182,arXiv:2006.10225,"
Title: On Sparsity in Overparametrised Shallow ReLU Networks
","
Authors:
Jaume de Dios, 
Joan Bruna
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
183,arXiv:2006.10222,"
Title: Class-Attentive Diffusion Network for Semi-Supervised Classification
","
Authors:
Jongin Lim, 
Daeho Um, 
Hyung Jin Chang, 
Dae Ung Jo, 
Jin Young Choi
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
184,arXiv:2006.10221,"
Title: Fair Hierarchical Clustering
","
Authors:
Sara Ahmadian, 
Alessandro Epasto, 
Marina Knittel, 
Ravi Kumar, 
Mohammad Mahdian, 
Benjamin Moseley, 
Philip Pham, 
Sergei Vassilvtiskii, 
Yuyan Wang
","
Subjects: Data Structures and Algorithms (cs.DS); Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Data Structures and Algorithms (cs.DS)', 'Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
185,arXiv:2006.10220,"
Title: I-BERT: Inductive Generalization of Transformer to Arbitrary Context  Lengths
","
Authors:
Hyoungwook Nam, 
Seung Byum Seo, 
Vikram Sharma Malithody, 
Noor Michael, 
Lan Li
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
186,arXiv:2006.10219,"
Title: Sequential Graph Convolutional Network for Active Learning
","
Authors:
Razvan Caramalau, 
Binod Bhattarai, 
Tae-Kyun Kim
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)']"
187,arXiv:2006.10217,"
Title: STEAM: Self-Supervised Taxonomy Expansion with Mini-Paths
","
Authors:
Yue Yu, 
Yinghao Li, 
Jiaming Shen, 
Hao Feng, 
Jimeng Sun, 
Chao Zhang
","
Subjects: Computation and Language (cs.CL); Information Retrieval (cs.IR)

","['Computation and Language (cs.CL)', 'Information Retrieval (cs.IR)']"
188,arXiv:2006.10214,"
Title: MediaPipe Hands: On-device Real-time Hand Tracking
","
Authors:
Fan Zhang, 
Valentin Bazarevsky, 
Andrey Vakunov, 
Andrei Tkachenka, 
George Sung, 
Chuo-Ling Chang, 
Matthias Grundmann
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
189,arXiv:2006.10213,"
Title: SEAL: Segment-wise Extractive-Abstractive Long-form Text Summarization
","
Authors:
Yao Zhao, 
Mohammad Saleh, 
Peter J.Liu
","
Subjects: Computation and Language (cs.CL); Information Retrieval (cs.IR); Machine Learning (cs.LG)

","['Computation and Language (cs.CL)', 'Information Retrieval (cs.IR)', 'Machine Learning (cs.LG)']"
190,arXiv:2006.10211,"
Title: UV-Net: Learning from Curve-Networks and Solids
","
Authors:
Pradeep Kumar Jayaraman, 
Aditya Sanghi, 
Joseph Lambourne, 
Thomas Davies, 
Hooman Shayani, 
Nigel Morris
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)']"
191,arXiv:2006.10208,"
Title: Record fusion: A learning approach
","
Authors:
Alireza Heidari, 
George Michalopoulos, 
Shrinu Kushagra, 
Ihab F. Ilyas, 
Theodoros Rekatsinas
","
Subjects: Machine Learning (cs.LG); Databases (cs.DB); Information Retrieval (cs.IR); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Databases (cs.DB)', 'Information Retrieval (cs.IR)', 'Machine Learning (stat.ML)']"
192,arXiv:2006.10207,"
Title: Political Advertising Dataset: the use case of the Polish 2020  Presidential Elections
","
Authors:
Łukasz Augustyniak, 
Krzysztof Rajda, 
Tomasz Kajdanowicz, 
Michał Bernaczyk
","
Subjects: Computation and Language (cs.CL); Computational Complexity (cs.CC); Information Retrieval (cs.IR); Machine Learning (cs.LG)

","['Computation and Language (cs.CL)', 'Computational Complexity (cs.CC)', 'Information Retrieval (cs.IR)', 'Machine Learning (cs.LG)']"
193,arXiv:2006.10204,"
Title: BlazePose: On-device Real-time Body Pose tracking
","
Authors:
Valentin Bazarevsky, 
Ivan Grishchenko, 
Karthik Raveendran, 
Tyler Zhu, 
Fan Zhang, 
Matthias Grundmann
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
194,arXiv:2006.10202,"
Title: HyNet: Local Descriptor with Hybrid Similarity Measure and Triplet Loss
","
Authors:
Yurun Tian, 
Axel Barroso-Laguna, 
Tony Ng, 
Vassileios Balntas, 
Krystian Mikolajczyk
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
195,arXiv:2006.10201,"
Title: On the Role of Sparsity and DAG Constraints for Learning Linear DAGs
","
Authors:
Ignavier Ng, 
AmirEmad Ghassami, 
Kun Zhang
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
196,arXiv:2006.10199,"
Title: Head2Head++: Deep Facial Attributes Re-Targeting
","
Authors:
Michail Christos Doukas, 
Mohammad Rami Koujan, 
Viktoriia Sharmanska, 
Anastasios Roussos
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Image and Video Processing (eess.IV)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)', 'Image and Video Processing (eess.IV)']"
197,arXiv:2006.10196,"
Title: MBTree: Detecting Encryption RAT Communication Using Malicious Behavior  Tree
","
Authors:
Cong Dong, 
Zhigang Lu, 
Yufan Chen, 
Zelin Cui, 
Baoxu Liu
","
Subjects: Cryptography and Security (cs.CR)
",['Cryptography and Security (cs.CR)']
198,arXiv:2006.10194,"
Title: Gender Inequality in Research Productivity During the COVID-19 Pandemic
","
Authors:
Ruomeng Cui (1), 
Hao Ding (1), 
Feng Zhu (2) ((1) Goizueta Business School, Emory University, (2) Harvard Business School, Harvard University)
","
Subjects: Digital Libraries (cs.DL); General Economics (econ.GN)

","['Digital Libraries (cs.DL)', 'General Economics (econ.GN)']"
199,arXiv:2006.10191,"
Title: Using Collaborative Filtering to Recommend Champions in League of  Legends
","
Authors:
Tiffany D. Do, 
Dylan S. Yu, 
Salman Anwer, 
Seong Ioi Wang
","
Subjects: Human-Computer Interaction (cs.HC)
",['Human-Computer Interaction (cs.HC)']
200,arXiv:2006.10190,"
Title: Learning to Track Dynamic Targets in Partially Known Environments
","
Authors:
Heejin Jeong, 
Hamed Hassani, 
Manfred Morari, 
Daniel D. Lee, 
George J. Pappas
","
Subjects: Machine Learning (cs.LG); Robotics (cs.RO); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Robotics (cs.RO)', 'Machine Learning (stat.ML)']"
201,arXiv:2006.10189,"
Title: Revisiting complexity and the bias-variance tradeoff
","
Authors:
Raaz Dwivedi, 
Chandan Singh, 
Bin Yu, 
Martin J. Wainwright
","
Subjects: Machine Learning (cs.LG); Information Theory (cs.IT); Statistics Theory (math.ST); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Information Theory (cs.IT)', 'Statistics Theory (math.ST)', 'Machine Learning (stat.ML)']"
202,arXiv:2006.10188,"
Title: Wide-Area Data Analytics
","
Authors:
Rachit Agarwal, 
Jen Rexford (workshop co-chairs)
with contributions from numerous workshop attendees
","
Subjects: Computers and Society (cs.CY); Databases (cs.DB); Networking and Internet Architecture (cs.NI)

","['Computers and Society (cs.CY)', 'Databases (cs.DB)', 'Networking and Internet Architecture (cs.NI)']"
203,arXiv:2006.10187,"
Title: TearingNet: Point Cloud Autoencoder to Learn Topology-Friendly  Representations
","
Authors:
Jiahao Pang, 
Duanshun Li, 
Dong Tian
","
Subjects: Computer Vision and Pattern Recognition (cs.CV)
",['Computer Vision and Pattern Recognition (cs.CV)']
204,arXiv:2006.10185,"
Title: Stochastic Bandits with Linear Constraints
","
Authors:
Aldo Pacchiano, 
Mohammad Ghavamzadeh, 
Peter Bartlett, 
Heinrich Jiang
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
205,arXiv:2006.10177,"
Title: A Language for Autonomous Vehicles Testing Oracles
","
Authors:
Ana Nora Evans, 
Mary Lou Soffa, 
Sebastian Elbaum
","
Subjects: Software Engineering (cs.SE)
",['Software Engineering (cs.SE)']
206,arXiv:2006.10175,"
Title: Flows Succeed Where GANs Fail: Lessons from Low-Dimensional Data
","
Authors:
Tianci Liu, 
Jeffrey Regier
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
207,arXiv:2006.10174,"
Title: MIMICS: A Large-Scale Data Collection for Search Clarification
","
Authors:
Hamed Zamani, 
Gord Lueck, 
Everest Chen, 
Rodolfo Quispe, 
Flint Luu, 
Nick Craswell
","
Subjects: Information Retrieval (cs.IR); Computation and Language (cs.CL); Machine Learning (cs.LG)

","['Information Retrieval (cs.IR)', 'Computation and Language (cs.CL)', 'Machine Learning (cs.LG)']"
208,arXiv:2006.10172,"
Title: Sky Optimization: Semantically aware image processing of skies in  low-light photography
","
Authors:
Orly Liba, 
Longqi Cai, 
Yun-Ta Tsai, 
Elad Eban, 
Yair Movshovitz-Attias, 
Yael Pritch, 
Huizhong Chen, 
Jonathan T. Barron
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Graphics (cs.GR)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Graphics (cs.GR)']"
209,arXiv:2006.10168,"
Title: Real-time visualisation of fugue played by a string quartet
","
Authors:
Olivier Lartillot, 
Carlos Cancino-Chacón, 
Charles Brazier
","
Subjects: Sound (cs.SD); Audio and Speech Processing (eess.AS)

","['Sound (cs.SD)', 'Audio and Speech Processing (eess.AS)']"
210,arXiv:2006.10166,"
Title: Deep Network for Scatterer Distribution Estimation for Ultrasound Image  Simulation
","
Authors:
Lin Zhang, 
Valery Vishnevskiy, 
Orcun Goksel
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Image and Video Processing (eess.IV)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Image and Video Processing (eess.IV)']"
211,arXiv:2006.10164,"
Title: A simple extrapolation method for clustered eigenvalues
","
Authors:
Nilima Nigam, 
Sara Pollock
","
Subjects: Numerical Analysis (math.NA)
",['Numerical Analysis (math.NA)']
212,arXiv:2006.10158,"
Title: An Automatically Created Novel Bug Dataset and its Validation in Bug  Prediction
","
Authors:
Rudolf Ferenc, 
Péter Gyimesi, 
Gábor Gyimesi, 
Zoltán Tóth, 
Tibor Gyimóthy
","
Subjects: Software Engineering (cs.SE)
",['Software Engineering (cs.SE)']
213,arXiv:2006.10157,"
Title: Is this Dialogue Coherent? Learning from Dialogue Acts and Entities
","
Authors:
Alessandra Cervone, 
Giuseppe Riccardi
","
Subjects: Computation and Language (cs.CL)
",['Computation and Language (cs.CL)']
214,arXiv:2006.10145,"
Title: Using Sentiment Information for Preemptive Detection of Toxic Comments  in Online Conversations
","
Authors:
Éloi Brassard-Gourdeau, 
Richard Khoury
","
Subjects: Social and Information Networks (cs.SI); Computation and Language (cs.CL)

","['Social and Information Networks (cs.SI)', 'Computation and Language (cs.CL)']"
215,arXiv:2006.10141,"
Title: Self-supervised Learning on Graphs: Deep Insights and New Direction
","
Authors:
Wei Jin, 
Tyler Derr, 
Haochen Liu, 
Yiqi Wang, 
Suhang Wang, 
Zitao Liu, 
Jiliang Tang
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
216,arXiv:2006.10138,"
Title: A Practical Online Method for Distributionally Deep Robust Optimization
","
Authors:
Qi Qi, 
Zhishuai Guo, 
Yi Xu, 
Rong Jin, 
Tianbao Yang
","
Subjects: Machine Learning (cs.LG); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (stat.ML)']"
217,arXiv:2006.10135,"
Title: M2Net: Multi-modal Multi-channel Network for Overall Survival Time  Prediction of Brain Tumor Patients
","
Authors:
Tao Zhou, 
Huazhu Fu, 
Yu Zhang, 
Changqing Zhang, 
Xiankai Lu, 
Jianbing Shen, 
Ling Shao
","
Subjects: Image and Video Processing (eess.IV); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)

","['Image and Video Processing (eess.IV)', 'Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)']"
218,arXiv:2006.10132,"
Title: Interpreting the Latent Space of GANs via Correlation Analysis for  Controllable Concept Manipulation
","
Authors:
Ziqiang Li, 
Rentuo Tao, 
Hongjing Niu, 
Bin Li
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
219,arXiv:2006.10131,"
Title: A two-dimensional multi-class traffic flow model
","
Authors:
Caterina Balzotti, 
Simone Göttlich
","
Subjects: Numerical Analysis (math.NA)
",['Numerical Analysis (math.NA)']
220,arXiv:2006.10129,"
Title: Smoothed Analysis of Online and Differentially Private Learning
","
Authors:
Nika Haghtalab, 
Tim Roughgarden, 
Abhishek Shetty
","
Subjects: Machine Learning (cs.LG); Data Structures and Algorithms (cs.DS); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Data Structures and Algorithms (cs.DS)', 'Machine Learning (stat.ML)']"
221,arXiv:2006.10125,"
Title: Sustainable Recreational Fishing Using a Novel Electrical Muscle  Stimulation (EMS) Lure and Ensemble Network Algorithm to Maximize Catch and  Release Survivability
","
Authors:
Petteri Haverinen, 
Krithik Ramesh, 
Nathan Wang
","
Subjects: Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG)

","['Computer Vision and Pattern Recognition (cs.CV)', 'Machine Learning (cs.LG)']"
222,arXiv:2006.10124,"
Title: Improvements in Computation and Usage of Joint CDFs for the  N-Dimensional Order Statistic
","
Authors:
Arvind Thiagarajan
","
Subjects: Machine Learning (cs.LG); Information Retrieval (cs.IR); Computation (stat.CO); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Information Retrieval (cs.IR)', 'Computation (stat.CO)', 'Machine Learning (stat.ML)']"
223,arXiv:2006.10123,"
Title: A block coordinate descent optimizer for classification problems  exploiting convexity
","
Authors:
Ravi G. Patel, 
Nathaniel A. Trask, 
Mamikon A. Gulian, 
Eric C. Cyr
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
224,arXiv:2006.10119,"
Title: Markovian RNN: An Adaptive Time Series Prediction Network with HMM-based  Switching for Nonstationary Environments
","
Authors:
Fatih Ilhan, 
Oguzhan Karaahmetoglu, 
Ismail Balaban, 
Suleyman Serdar Kozat
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
225,arXiv:2006.10114,"
Title: Constraint-Based Regularization of Neural Networks
","
Authors:
Benedict Leimkuhler, 
Timothée Pouchon, 
Tiffany Vlaar, 
Amos Storkey
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
226,arXiv:2006.10110,"
Title: Exergames for telerehabilitation
","
Authors:
Satish Reddy Bethi
","
Subjects: Human-Computer Interaction (cs.HC)
",['Human-Computer Interaction (cs.HC)']
227,arXiv:2006.10108,"
Title: Simple and Principled Uncertainty Estimation with Deterministic Deep  Learning via Distance Awareness
","
Authors:
Jeremiah Zhe Liu, 
Zi Lin, 
Shreyas Padhy, 
Dustin Tran, 
Tania Bedrax-Weiss, 
Balaji Lakshminarayanan
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
228,arXiv:2006.10104,"
Title: Catching them red-handed: Real-time Aggression Detection on Social Media
","
Authors:
Herodotos Herodotou, 
Despoina Chatzakou, 
Nicolas Kourtellis
","
Subjects: Social and Information Networks (cs.SI); Information Retrieval (cs.IR)

","['Social and Information Networks (cs.SI)', 'Information Retrieval (cs.IR)']"
229,arXiv:2006.10103,"
Title: Is Network the Bottleneck of Distributed Training?
","
Authors:
Zhen Zhang, 
Chaokun Chang, 
Haibin Lin, 
Yida Wang, 
Raman Arora, 
Xin Jin
","
Subjects: Distributed, Parallel, and Cluster Computing (cs.DC); Machine Learning (cs.LG)

","['Distributed, Parallel, and Cluster Computing (cs.DC)', 'Machine Learning (cs.LG)']"
230,arXiv:2006.10102,"
Title: Rethinking Semi-Supervised Learning in VAEs
","
Authors:
Tom Joy, 
Sebastian M. Schmon, 
Philip H. S. Torr, 
N. Siddharth, 
Tom Rainforth
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
231,arXiv:2006.10096,"
Title: Towards Recurrent Autoregressive Flow Models
","
Authors:
John Mern, 
Peter Morales, 
Mykel J. Kochenderfer
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
232,arXiv:2006.10095,"
Title: Nearly Optimal Robust Method for Convex Compositional Problems with  Heavy-Tailed Noise
","
Authors:
Yan Yan, 
Xin Man, 
Tianbao Yang
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
233,arXiv:2006.10093,"
Title: Extensively Matching for Few-shot Learning Event Detection
","
Authors:
Viet Dac Lai, 
Franck Dernoncourt, 
Thien Huu Nguyen
","
Subjects: Computation and Language (cs.CL)
",['Computation and Language (cs.CL)']
234,arXiv:2006.10092,"
Title: Housing Market Prediction Problem using Different Machine Learning  Algorithms: A Case Study
","
Authors:
Shashi Bhushan Jha, 
Radu F. Babiceanu, 
Vijay Pandey, 
Rajesh Kumar Jha
","
Subjects: Machine Learning (cs.LG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Machine Learning (stat.ML)']"
235,arXiv:2006.10091,"
Title: Faster Secure Data Mining via Distributed Homomorphic Encryption
","
Authors:
Junyi Li, 
Heng Huang
","
Subjects: Distributed, Parallel, and Cluster Computing (cs.DC); Cryptography and Security (cs.CR); Machine Learning (cs.LG)

","['Distributed, Parallel, and Cluster Computing (cs.DC)', 'Cryptography and Security (cs.CR)', 'Machine Learning (cs.LG)']"
236,arXiv:2006.10085,"
Title: Fair k-Means Clustering
","
Authors:
Mehrdad Ghadiri, 
Samira Samadi, 
Santosh Vempala
","
Subjects: Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computational Geometry (cs.CG); Machine Learning (stat.ML)

","['Machine Learning (cs.LG)', 'Artificial Intelligence (cs.AI)', 'Computational Geometry (cs.CG)', 'Machine Learning (stat.ML)']"
